GeneMark.hmm PROKARYOTIC (Version 3.4.4)
Date: Fri Feb 12 06:54:14 2016
Sequence file name: ../NC_000962.fna
Model file name: itr_9.rbs.mod
RBS: true
Model information: GeneMarkS_gcode_11

FASTA definition line: gi|448814763|ref|NC_000962.3| Mycobacterium tuberculosis H37Rv, complete genome
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class     RBS      RBS
   66        -       72274       74511         2238        1       25 311.0976
   67        -       74629       75198          570        1      -55  55.9832
   68        +       75301       76212          912        1       25  96.7021
   69        -       76237       77622         1386        1       68 145.7212
   70        -       77619       78896         1278        1       55 171.1781
   71        +       79486       80193          708        1      111  58.1778
   72        +       80648       81673         1026        1       -6  72.1385
   73        +       81676       82668          993        1       -2 107.7799
   74        +       82748       83983         1236        1       45  96.7955
   75        +       83996       85168         1173        1       13  97.4369
   76        -       85183       85563          381        1       79  11.2008
   77        -       85636       86490          855        1      -21  84.1948
   78        +       86450       87133          684        1      -86  68.4348
   79        -       87208       87801          594        1       12  11.2172
   80        +       88204       89025          822        1     -123  49.8563
   81        +       89067       89480          414        1      -27  51.6440
   82        +       89575       89919          345        1      -34  38.0560
   83        +       89924       90403          480        1       53  35.1500
   84        +       90400       92322         1923        1       22 255.6531
   85        +       92328       93278          951        1     -101 157.4414
   86        +       93289       93951          663        1       92 127.2603
   87        +       93951       95417         1467        1      -16 242.0549
   88        +       95414       96892         1479        1      -84 153.4505
   89        +       97023       97601          579        1      -21  45.2442
   90        +       97758       98351          594        1      -50  42.0591
   91        +       98480       99250          771        1      -89  82.3156
   92        +       99684      100451          768        1       82  93.2311
   93        +      100583      102868         2286        1      -37 240.4241
   94        -      102815      103579          765        1      -83  40.5019
   95        -      103710      104663          954        1      -31 109.6876
   96        +      104623      104808          186        1      -90  11.7605
   97        -      104805      105101          297        1      -97  16.7246
   98        +      105324      106715         1392        1      100  80.8011
   99        +      106734      107603          870        1      -32  51.8196
  100        +      107600      108151          552        1       67  32.6435
  101        +      108180      109778         1599        1      127 116.3442
  102        +      109783      110019          237        1      -48   8.5607
  103        +      110001      117539         7539        1      -88 741.9565
  104        +      117777      119699         1923        1       -3 179.9257
  105        -      119915      122173         2259        1       72 203.3935
  106        +      122317      123831         1515        1      -72 142.2386
  107        -      123980      124264          285        1      118   5.3252
  108        +      124395      125570         1176        1      -32 105.8543
  109        -      125643      130526         4884        1      -21 514.0075
  110        -      130895      131101          207        1       36  12.7251
  111        +      131412      132872         1461        1       76 208.2811
  112        +      133059      133769          711        1      -68  72.2567
  113        +      133983      136007         2025        1       83 165.0956
  114        +      136289      137245          957        1       78  53.1820
  115        +      137286      137909          624        1       54  20.0492
  116        -      138082      138375          294        1     -114   3.3684
  117        +      138513      139673         1161        1        5  56.4366
  118        +      139956      140144          189        1      -86   3.2946
  119        -      140267      141022          756        1      -20  49.3808
  120        +      141200      142144          945        1     -125  84.8246
  121        -      142128      143885         1758        1       21 188.9816
  122        +      143998      145626         1629        1      113 164.3340
  123        -      145627      147771         2145        1       70 233.3786
  124        -      147908      148342          435        1     -120  23.3731
  125        +      148677      148859          183        1      -69   5.3723
  126        +      148856      149224          369        1      108  23.5185
  127        +      149533      150996         1464        1       18 213.7285
  128        +      151148      152215         1068        1       96 126.6115
  129        +      152360      154129         1770        1       27 221.0629
  130        +      154232      155599         1368        1      105 141.8197
  131        +      155709      156446          738        1       42  53.8097
  132        -      156578      157618         1041        1      -72  95.8625
  133        +      157847      158302          456        1     -115  60.6505
  134        -      158315      159619         1305        1     -106 168.7162
  135        -      159700      160782         1083        1       35 132.8770
  136        +      160869      161474          606        1       94  53.0089
  137        +      161771      162673          903        1      -41  91.3458
  138        -      162644      163249          606        1      -69  64.4979
  139        +      163366      164691         1326        1       24 141.3569
  140        -      164712      165260          549        1     -104  55.6352
  141        +      165323      165826          504        1      -63  41.9949
  142        +      165827      166849         1023        1      -73 115.6854
  143        +      166910      167290          381        1      -22  31.9691
  144        -      167271      167681          411        1       21  34.8503
  145        +      167711      168637          927        1       22  98.2933
  146        -      168704      170161         1458        1      -69 185.4286
  147        +      170581      171126          546        1       72  51.5499
  148        +      171215      172168          954        1      -58  91.3817
  149        +      172202      173143          942        1      -96 108.8625
  150        +      173238      174758         1521        1      -92 187.1161
  151        +      174833      175693          861        1      -26 107.3753
  152        +      175742      176668          927        1      113 118.8441
  153        -      176665      176988          324        1      112  20.8590
  154        +      177388      177513          126        1      -38   4.0775
  155        -      177543      179195         1653        1        8 159.7681
  156        -      179319      180719         1401        1        1 115.5107
  157        -      180805      181029          225        1       48  16.0773
  158        -      181155      181985          831        1      -16  90.8673
  159        -      181987      183210         1224        1      -71 157.4112
  160        +      183622      184722         1101        1       57 138.8514
  161        +      184723      185055          333        1     -122  37.7952
  162        +      185052      186479         1428        1      -48 243.1750
  163        +      186830      187429          600        1      -57  72.6437
  164        -      187433      188839         1407        1      -80 105.9784
  165        -      188931      190439         1509        1      -15 157.9530
  166        +      190607      191956         1350        1     -124 156.6792
  167        -      191984      193135         1152        1      123 117.8746
  168        +      193177      193572          396        1     -125  19.2533
  169        +      193680      194111          432        1     -123  49.0628
  170        -      194144      194815          672        1       10  47.8658
  171        +      194993      196657         1665        1      -93 162.6585
  172        +      196861      197658          798        1      -16 117.8830
  173        +      197660      198529          870        1       13 120.8016
  174        +      198591      199898         1308        1      -76 122.6979
  175        +      199895      200935         1041        1      -51 114.3596
  176        +      201034      202479         1446        1       54 139.1495
  177        +      202476      204068         1593        1      -34 149.9199
  178        +      204065      205237         1173        1       22 142.2815
  179        +      205231      206778         1548        1      -94 118.7395
  180        +      206748      207455          708        1     -111  47.0258
  181        +      207452      208420          969        1       85  59.0549
  182        +      208417      208971          555        1       13  30.5580
  183        +      208938      209672          735        1       31  63.0838
  184        -      209703      210785         1083        1      110  91.8659
  185        -      210892      212250         1359        1       35 151.4423
  186        -      212277      213011          735        1       26  53.2827
  187        -      213028      214056         1029        1       48 104.4331
  188        +      214088      214927          840        1       53  88.2745
  189        +      214984      215718          735        1      -63  62.0865
  190        +      215715      216224          510        1     -110  32.4866
  191        +      216269      218344         2076        1      -61 200.1291
  192        +      218711      219367          657        1       70  69.1249
  193        +      219486      219917          432        1       82  19.2225
  194        -      219996      221723         1728        1       46 198.4225
  195        +      221871      222161          291        1      -96  23.6016
  196        +      222289      223530         1242        1       74 135.1974
  197        +      223798      224664          867        1       47 103.5656
  198        -      224724      226571         1848        1       24 198.4626
  199        +      226878      230462         3585        1       44 408.2199
  200        +      230764      231534          771        1      102  49.1359
  201        +      231647      232231          585        1      -42  69.3117
  202        +      232231      234519         2289        1       29 254.9558
  203        -      234516      236507         1992        1      -17 234.1963
  204        +      236427      237209          783        1     -128  74.2107
  205        +      237206      237895          690        1     -118  73.5119
  206        -      237892      238395          504        1       71  36.6880
  207        -      238392      241292         2901        1      -94 313.4785
  208        +      241514      241924          411        1       96  32.2259
  209        -      241976      243259         1284        1       79 121.8310
  210        +      243384      244487         1104        1      -82 149.0516
  211        -      244484      247318         2835        1       31 331.8176
  212        -      247384      248115          732        1       71  54.5722
  213        -      248115      248708          594        1     -114  44.0199
  214        +      249038      250123         1086        1      -60 101.7078
  215        +      250153      251598         1446        1       25 153.6557
  216        +      251782      253602         1821        1      124 234.9706
  217        -      253669      254640          972        1      -68  58.2315
  218        -      254637      255953         1317        1      -34 112.7107
  219        +      256064      257677         1614        1       45 176.8597
  220        -      257783      258856         1074        1       55 121.2134
  221        +      258979      259926          948        1     -115  72.3472
  222        -      259923      260831          909        1      -16  55.8826
  223        +      260924      262252         1329        1       38 158.4213
  224        +      262203      262802          600        1       53  37.9247
  225        +      262812      264023         1212        1     -119  95.4481
  226        +      264067      265476         1410        1      115 132.1350
  227        +      265507      266295          789        1       25  93.0302
  228        -      266301      267764         1464        1        3 184.9055
  229        -      267863      268627          765        1      103  69.2374
  230        +      268663      269817         1155        1      113 105.2062
  231        -      269834      271564         1731        1      -30 120.8210
  232        -      271574      272854         1281        1      -28 146.9255
  233        +      272962      274278         1317        1       47 139.4109
  234        -      274306      274719          414        1       49  19.4971
  235        -      274710      274862          153        1      -66   1.2979
  236        -      274983      275963          981        1       13 140.5715
  237        +      276058      277764         1707        1       77 222.2346
  238        +      277899      278588          690        1     -126  76.8777
  239        +      278585      279529          945        1       45 128.8080
  240        -      279605      280978         1374        1     -100 199.2500
  241        -      281166      282614         1449        1        2 143.8480
  242        -      282649      286851         4203        1     -103 501.2377
  243        -      286898      287071          174        1      108   8.5984
  244        +      287237      288352         1116        1      -12 125.1100
  245        +      288428      289042          615        1      -94  82.8345
  246        +      289345      289782          438        1       48  19.4029
  247        -      289812      290654          843        1      107 117.6685
  248        -      290665      291966         1302        1     -121 193.6254
  249        +      292171      293493         1323        1       65 176.5065
  250        -      293798      295633         1836        1      -32 271.1407
  251        +      296005      296493          489        1       53  33.1614
  252        +      296848      298119         1272        1      127  49.5711
  253        -      298116      298862          747        1      121  50.4100
  254        -      298863      300803         1941        1       12 204.3342
  255        -      300834      301655          822        1      102  39.5013
  256        -      301735      302028          294        1      -42  23.8371
  257        -      302173      302652          480        1       73  49.9661
  258        +      302917      305427         2511        1       59 290.8132
  259        +      305453      305809          357        1       36  29.3237
  260        -      305825      306349          525        1      -73  29.4569
  261        -      306374      307858         1485        1      -89 148.6757
  262        -      307877      309547         1671        1       59 143.0307
  263        -      310294      310698          405        1      -70  43.8556
  264        -      310774      311517          744        1      -26  39.1712
  265        -      311514      312614         1101        1       58  86.1396
  266        -      312759      314123         1365        1       29 150.8577
  267        -      314309      314776          468        1      -91  38.9567
  268        -      314864      315766          903        1     -125  97.7124
  269        -      315783      316427          645        1       19  65.3246
  270        -      316511      317473          963        1       42 127.6847
  271        -      317525      321154         3630        1     -117 511.5719
  272        +      321331      322722         1392        1       38 203.6845
  273        -      322764      322967          204        1      -97   9.9481
  274        -      323338      324531         1194        1      -56 154.6497
  275        +      324567      326249         1683        1      -48 244.9214
  276        -      326266      328461         2196        1       19 278.6608
  277        -      328575      329708         1134        1       -5 106.4943
  278        -      329705      330325          621        1       97  57.6786
  279        +      330422      331003          582        1      -85  60.3279
  280        -      330933      331667          735        1      -98  74.9248
  281        +      331748      332668          921        1      -40 107.4446
  282        -      332708      333136          429        1       99   7.4234
  283        -      333437      336310         2874        1      -63 441.1939
  284        -      336560      339073         2514        1     -116 444.0401
  285        +      339247      340974         1728        1       31 138.1296
  286        +      340998      341906          909        1       -1  91.6825
  287        +      342130      344025         1896        1      104 223.9724
  288        +      344022      345638         1617        1      -60 185.5882
  289        +      345635      349627         3993        1       24 493.9929
  290        +      349624      349932          309        1      -82  33.6296
  291        +      349935      351476         1542        1      -38  95.2278
  292        +      351525      351818          294        1       26  33.7924
  293        +      351848      352138          291        1       90  23.2404
  294        +      352149      353036          888        1     -128  87.2873
  295        +      353098      354501         1404        1       57 186.7164
  296        +      354534      355883         1350        1      -34 141.1819
  297        +      355880      356875          996        1       28  75.8094
  298        -      356862      358073         1212        1      -63 117.8715
  299        +      358171      358956          786        1       16  69.9191
  300        -      358945      359721          777        1       55  65.8318
  301        -      359758      361452         1695        1       -6 147.5327
  302        +      361334      363109         1776        1      108 314.4824
  303        +      363273      363479          207        1       -4  11.3396
  304        +      363476      363778          303        1      -58  18.5886
  305        +      364038      364469          432        1      -12  20.8063
  306        +      364605      365237          633        1       45  71.3008
  307        +      365234      366142          909        1      -87  79.6251
  308        -      366150      373271         7122        1       40 944.2947
  309        -      372820      375669         2850        1     -120 272.1617
  310        +      375914      376585          672        1       99  63.2804
  311        -      376573      377055          483        1      -15  44.8827
  312        +      377113      377829          717        1       14  30.4175
  313        +      377931      378587          657        1       62  51.9055
  314        -      378657      379130          474        1        4  66.8616
  315        +      379196      380401         1206        1       53 144.3615
  316        +      380556      382418         1863        1      122 114.2298
  317        +      382490      382876          387        1       14  39.8934
  318        -      382879      383514          636        1       39  55.3760
  319        +      383632      384486          855        1      125  68.7607
  320        +      384535      385149          615        1       14  52.9753
  321        -      385173      385910          738        1     -123  64.3411
  322        -      386305      387099          795        1       40  77.6225
  323        +      387148      387816          669        1       65  53.4216
  324        +      387963      388550          588        1      115  36.8429
  325        +      388630      389154          525        1        3  46.2835
  326        +      389200      390591         1392        1       59 138.7921
  327        -      390580      391251          672        1       96  35.1292
  328        +      391382      392032          651        1      -52  74.7021
  329        +      392066      392263          198        1      111   3.6904
  330        +      392276      392728          453        1       70  20.9641
  331        -      392696      394045         1350        1       70 116.4861
  332        +      394222      394713          492        1      -40  45.1822
  333        -      394694      395320          627        1       69  39.2820
  334        -      395347      396087          741        1       61  64.3360
  335        +      396201      397367         1167        1     -102 112.6237
  336        +      397442      398227          786        1      118  70.5713
  337        +      398203      398628          426        1      108  33.8019
  338        +      398658      399524          867        1       56  99.2141
  339        -      399535      399987          453        1     -121   7.8972
  340        +      400192      401703         1512        1       55 146.9930
  341        -      401873      403162         1290        1      -23 168.5505
  342        -      403193      405790         2598        1       44 268.8171
  343        -      405950      408448         2499        1     -119 223.0593
  344        +      408634      409173          540        1       47  30.8178
  345        +      409356      410801         1446        1        4 113.9642
  346        +      410907      412760         1854        1        7 191.7357
  347        +      412757      414238         1482        1       69 168.5846
  348        -      414381      414941          561        1      -25  39.7536
  349        +      415050      415460          411        1       63  22.8348
  350        -      415502      416965         1464        1      -51 172.2114
  351        +      417457      418290          834        1      -94  38.0680
  352        +      418293      418946          654        1      -20  27.9697
  353        +      418949      419608          660        1      121  29.4915
  354        +      419835      421712         1878        1      -17 268.5465
  355        +      421709      422416          708        1       68  84.1061
  356        +      422452      423639         1188        1       33 112.7238
  357        +      423639      424019          381        1      -61  24.4625
  358        -      424269      424682          414        1       -7  20.4748
  359        -      424777      434679         9903        1        0 1498.3377
  360        -      434830      435474          645        1       39  57.3518
  361        -      435471      436769         1299        1       43 171.5439
  362        +      436860      437507          648        1      112  65.4911
  363        +      437518      438297          780        1        8  93.5606
  364        -      438302      438739          438        1      -36  27.3829
  365        +      438822      439649          828        1       21  77.8917
  366        +      439871      441253         1383        1       42 206.4716
  367        -      441265      442299         1035        1      -56 146.3136
  368        +      442395      443078          684        1       20  75.9463
  369        -      443067      444125         1059        1      -18 111.1116
  370        -      444222      444815          594        1      -97  52.2913
  371        -      444844      445233          390        1       63  45.7868
  372        -      445314      446534         1221        1       78 121.9394
  373        -      446531      447133          603        1      -85  84.1147
  374        -      447147      448043          897        1       53  62.9203
  375        -      448040      448633          594        1     -120  71.0428
  376        -      448630      449385          756        1      116  92.9386
  377        -      449404      451803         2400        1      -25 346.1970
  378        -      451800      452279          480        1      -58  31.8168
  379        -      452294      453196          903        1       90 111.1320
  380        -      453230      454396         1167        1        4 117.0797
  381        +      454421      455386          966        1        4  91.1020
  382        +      455637      455858          222        1      -56  19.0242
  383        +      455992      456192          201        1       42  14.2542
  384        -      456268      456867          600        1      -82  61.9865
  385        -      456915      457823          909        1      108  66.9455
  386        -      457841      458380          540        1     -104  57.8721
  387        -      458461      459315          855        1       60  70.9806
  388        -      459456      462002         2547        1      -69 467.8395
  389        +      462135      463307         1173        1       47 123.3228
  390        +      463411      466668         3258        1       42 341.7304
  391        -      466672      467406          735        1      -39  41.8898
  392        -      467459      468001          543        1       49  41.6227
  393        +      468335      469594         1260        1       96 125.3915
  394        +      469591      470013          423        1       75  19.1353
  395        +      470010      471230         1221        1      -16 156.8610
  396        -      471227      472639         1413        1       71 197.8363
  397        +      472833      473105          273        1      -19  22.1091
  398        +      473114      474106          993        1       12 107.0943
  399        -      474122      474841          720        1      -33  37.9966
  400        +      474940      475344          405        1       51   6.4118
  401        +      475350      475742          393        1      -55  30.8420
  402        +      475816      476184          369        1     -100  25.3535
  403        -      476679      477320          642        1     -106  58.5892
  404        -      477327      478556         1230        1      102 115.4830
  405        -      478566      479753         1188        1       26 149.6683
  406        +      479789      480160          372        1       30  35.8107
  407        -      480355      483174         2820        1      116 263.7799
  408        -      483228      483656          429        1       92  27.4193
  409        +      484406      485734         1329        1       43  33.4412
  410        +      486745      489939         3195        1       70 172.8124
  411        -      489887      490645          759        1      -95  70.3378
  412        +      490783      491793         1011        1       15 119.7687
  413        +      491786      493858         2073        1        3 233.7982
  414        +      493863      495008         1146        1       28 125.1807
  415        -      495062      497314         2253        1      -78 280.7240
  416        -      497314      498300          987        1     -120 130.7146
  417        -      498300      499619         1320        1      -77 158.4544
  418        +      499746      500366          621        1       28  51.9923
  419        -      500350      500949          600        1      -28  66.4326
  420        +      501148      502170         1023        1     -111  92.6961
  421        +      502167      502373          207        1     -117  16.8392
  422        +      502381      503124          744        1       99  79.1845
  423        +      503526      504998         1473        1      -40 156.6634
  424        +      505152      506582         1431        1       49 157.0155
  425        -      506561      506902          342        1       31  26.8901
  426        -      507132      507761          630        1      121  49.9993
  427        -      507758      508555          798        1     -103  84.0631
  428        -      508582      510225         1644        1       27 221.1848
  429        -      510377      510652          276        1      -57  14.4694
  430        -      510702      515351         4650        1       33 432.4015
  431        -      515373      515816          444        1      -15  35.4968
  432        -      516017      516838          822        1      -12  85.6506
  433        -      516895      517740          846        1      114  79.2419
  434        -      517803      518396          594        1       10  41.3262
  435        +      518745      519041          297        1       79  34.7494
  436        +      519073      519567          495        1     -108  40.6262
  437        +      519600      520322          723        1      -92  61.5866
  438        +      520303      521454         1152        1       98 115.2283
  439        +      521514      522167          654        1       29  59.8557
  440        -      522347      524533         2187        1       -3 261.5474
  441        -      524530      525396          867        1      102  82.4427
  442        -      525387      526034          648        1      -28  63.4236
  443        -      526143      527318         1176        1      -35 135.5086
  444        -      527379      528314          936        1      -54  93.9610
  445        +      528608      530230         1623        1      -49 289.1214
  446        -      530296      530724          429        1       57  26.2570
  447        -      530751      532190         1440        1      -14 121.3963
  448        +      532354      532911          558        1      115  39.0258
  449        -      533091      533789          699        1       43  56.5300
  450        -      533833      534396          564        1     -115  52.6650
  451        -      534445      535227          783        1      -57  61.0577
  452        -      535224      536507         1284        1      -49 121.9196
  453        -      536504      537235          732        1      -94  64.1282
  454        -      537229      538548         1320        1      -55 135.9442
  455        -      538588      541425         2838        1        4 209.6731
  456        -      541488      541904          417        1      -29  18.5815
  457        +      542091      542852          762        1      120  76.0372
  458        +      543174      544730         1557        1      -64 110.7314
  459        -      544736      545059          324        1       47  15.6924
  460        -      545375      545821          447        1       40  31.6691
  461        -      545889      546803          915        1        3 111.0193
  462        -      547586      549607         2022        1       -6 213.9203
  463        +      549675      551198         1524        1       27 246.2854
  464        +      551198      551689          492        1       17  35.1739
  465        +      551710      551988          279        1       16  15.7090
  466        +      552140      552550          411        1      -62  31.6281
  467        +      552614      554008         1395        1     -110 170.2876
  468        +      554016      554309          294        1       22  25.8192
  469        -      554313      554885          573        1     -110  39.5025
  470        -      554882      556306         1425        1       34 182.3633
  471        +      556458      557252          795        1      -96  74.3449
  472        +      557527      558813         1287        1      -51 195.0589
  473        +      558895      559755          861        1       38 107.9624
  474        +      559888      560748          861        1        1  78.9787
  475        -      560848      561711          864        1       62 108.8968
  476        -      561864      562148          285        1      -19   9.4057
  477        -      562225      562713          489        1       47   3.1427
  478        -      562723      563436          714        1        1  80.8079
  479        +      563564      564934         1371        1       98 173.4022
  480        +      565021      565443          423        1       19  39.3089
  481        +      565797      566396          600        1       25  81.0898
  482        +      566496      566771          276        1      -43  25.4177
  483        +      566788      567222          435        1      -10  11.7592
  484        +      567249      567896          648        1      -56  73.6481
  485        -      567921      568820          900        1       -3  74.7218
  486        -      568964      569899          936        1       52  79.6614
  487        -      569988      570494          507        1     -116  40.1127
  488        +      570599      571648         1050        1      -38 107.4768
  489        +      571752      573065         1314        1       96 151.5646
  490        -      573046      573768          723        1       81  94.0921
  491        +      573984      575300         1317        1       18 106.9300
  492        +      575381      576790         1410        1     -120 170.1551
  493        +      576787      577338          552        1        7  50.4896
  494        +      577643      578269          627        1       91  39.0847
  495        +      578426      579175          750        1      106  97.9879
  496        +      579349      580581         1233        1       10 135.8788
  497        +      580809      581492          684        1      -69  97.6219
  498        -      581489      583378         1890        1      -34 219.7862
  499        -      583375      583704          330        1       34  18.6692
  500        -      583701      584651          951        1      -41  65.8406
  501        +      584707      585423          717        1       -4  91.1959
  502        -      585424      586194          771        1      -38  72.9407
  503        +      586346      587380         1035        1       90  94.8582
  504        +      587377      588309          933        1       97  63.5398
  505        +      588349      589167          819        1       52  81.3804
  506        +      589183      590058          876        1      117  85.2638
  507        +      590083      590970          888        1      -10 101.3124
  508        +      591210      591347          138        1       95   2.8920
  509        +      591735      592784         1050        1      107  76.7285
  510        +      592908      593867          960        1      -10 109.7838
  511        -      593871      594779          909        1      112 101.5011
  512        -      594802      595302          501        1      118  66.1680
  513        -      595464      596390          927        1      -84 114.7773
  514        +      596765      597202          438        1       18  31.6331
  515        +      597199      600105         2907        1      -62 242.7290
  516        +      600113      600391          279        1       35  17.3061
  517        +      600462      601847         1386        1      122 160.5644
  518        +      601884      602786          903        1       19  72.0114
  519        +      602888      604516         1629        1       -2 203.8848
  520        +      604659      605591          933        1      -34 112.9758
  521        +      605604      606152          549        1     -103  44.0261
  522        +      606149      606448          300        1      -80  25.3470
  523        +      606527      608062         1536        1       47 147.7458
  524        -      608059      608535          477        1       34  23.3108
  525        +      608824      610056         1233        1       40 137.7667
  526        +      610188      610883          696        1     -125  52.2938
  527        -      610935      611051          117        1       -9   2.1930
  528        -      611172      612074          903        1      -12  88.0072
  529        +      612255      612605          351        1     -113  37.3848
  530        +      613038      614342         1305        1      -97 121.6836
  531        -      614326      614730          405        1       82  37.5197
  532        +      614931      616223         1293        1       12 149.0877
  533        +      616223      616831          609        1       18  69.3261
  534        +      616828      617496          669        1      114  71.1815
  535        +      617493      618272          780        1       11 107.5494
  536        +      618269      619894         1626        1       16 251.2281
  537        +      619891      620865          975        1      106 124.8917
  538        +      620913      622124         1212        1      104 128.0183
  539        -      622121      622282          162        1      -43   4.3860
  540        +      622329      622646          318        1      -19  28.3514
  541        +      622793      624577         1785        1      -69 254.7837
  542        -      624473      625480         1008        1       92 105.0716
  543        -      625562      626314          753        1     -109  93.3954
  544        +      626274      627251          978        1       79  97.4425
  545        +      627248      628288         1041        1       39 115.1618
  546        -      628298      629731         1434        1      -18 127.6191
  547        +      630040      631686         1647        1       13 153.4052
  548        +      631719      632375          657        1      -96  95.6902
  549        +      632393      633034          642        1       53  69.7448
  550        -      633055      634380         1326        1       19 157.2900
  551        -      634416      635471         1056        1       98 119.7787
  552        -      635573      635875          303        1       -9  24.9880
  553        -      635935      636213          279        1       66  32.7327
  554        -      636210      637463         1254        1       44 151.5125
  555        -      637583      637996          414        1       62  20.0930
  556        -      638032      638892          861        1      -69 115.6755
  557        -      639012      639914          903        1      -72 126.9610
  558        -      640228      640641          414        1     -115  27.0318
  559        -      640638      640874          237        1      114   6.3381
  560        -      641096      642712         1617        1      -87 222.1206
  561        +      642889      644493         1605        1       66 201.7072
  562        +      644490      645470          981        1      124 113.6099
  563        +      645416      646255          840        1       32  87.3648
  564        +      646298      647962         1665        1     -117 200.9398
  565        +      647959      648474          516        1       11  33.4279
  566        +      648536      649672         1137        1       68  93.8701
  567        +      649689      650393          705        1      -46  58.6368
  568        -      650407      650745          339        1       13  23.7845
